ENSG,baseMean,log2FoldChange,lfcSE,pvalue,padj,symbol,absLFC,ENSG_base
ENSG00000138376.11,826.9186773,1.233657985,0.159141612,2.57e-15,5.68e-14,BARD1,1.233657985,ENSG00000138376
ENSG00000125869.10,553.4971467,2.810118406,0.369707778,2.62e-15,5.79e-14,LAMP5,2.810118406,ENSG00000125869
ENSG00000156170.13,1477.242626,1.359107188,0.175609618,2.67e-15,5.9e-14,NDUFAF6,1.359107188,ENSG00000156170
ENSG00000198788.9,83.18764186,9.694764647,0.771056261,2.78e-15,6.14e-14,MUC2,9.694764647,ENSG00000198788
ENSG00000104147.9,38.80526978,2.009059803,0.264418433,3.07e-15,6.73e-14,OIP5,2.009059803,ENSG00000104147
ENSG00000263655.1,3.735804016,5.317481517,0.806369554,3.3e-15,7.19e-14,AC090125.1,5.317481517,ENSG00000263655
ENSG00000127084.19,2915.289821,2.498203543,0.328572634,3.38e-15,7.36e-14,FGD3,2.498203543,ENSG00000127084
ENSG00000159346.13,10070.11212,1.155707928,0.147676887,3.51e-15,7.61e-14,ADIPOR1,1.155707928,ENSG00000159346
ENSG00000226363.3,47.57126872,2.941880835,0.390139678,3.58e-15,7.74e-14,HAGLROS,2.941880835,ENSG00000226363
ENSG00000151651.16,856.3640194,2.077422918,0.272888864,3.7e-15,8e-14,ADAM8,2.077422918,ENSG00000151651
ENSG00000268089.3,39.17154914,4.281041909,0.571498403,3.75e-15,8.09e-14,GABRQ,4.281041909,ENSG00000268089
ENSG00000243064.8,69.81188491,4.847735356,0.646784409,3.78e-15,8.16e-14,ABCC13,4.847735356,ENSG00000243064
ENSG00000123562.18,17161.07425,1.146526917,0.147391139,3.94e-15,8.49e-14,MORF4L2,1.146526917,ENSG00000123562
ENSG00000280832.1,146.0728635,1.409149195,0.183627319,4.28e-15,9.2e-14,GSEC,1.409149195,ENSG00000280832
ENSG00000154380.17,13921.65296,1.043539458,0.133619599,4.38e-15,9.4e-14,ENAH,1.043539458,ENSG00000154380
ENSG00000114631.11,1981.724446,1.757113943,0.230609861,4.79e-15,1.02e-13,PODXL2,1.757113943,ENSG00000114631
ENSG00000099364.18,1050.772598,1.159919068,0.150761001,4.76e-15,1.02e-13,FBXL19,1.159919068,ENSG00000099364
ENSG00000256968.1,32.56682634,1.398020375,0.182591794,4.93e-15,1.05e-13,SNRPEP2,1.398020375,ENSG00000256968
ENSG00000162989.5,1045.480133,4.43748824,0.594627736,5.14e-15,1.1e-13,KCNJ3,4.43748824,ENSG00000162989
ENSG00000130294.17,530.8269302,4.620996293,0.619506691,5.23e-15,1.11e-13,KIF1A,4.620996293,ENSG00000130294
ENSG00000261456.6,24.82383108,2.440982633,0.324155958,5.22e-15,1.11e-13,TUBB8,2.440982633,ENSG00000261456
ENSG00000107485.18,24570.6346,2.197135316,0.291356094,5.2e-15,1.11e-13,GATA3,2.197135316,ENSG00000107485
ENSG00000243649.9,373.7367469,2.588257789,0.344345432,5.43e-15,1.15e-13,CFB,2.588257789,ENSG00000243649
ENSG00000276627.3,2.541087082,1.214425582,0.303103183,5.46e-15,1.16e-13,AL117372.1,1.214425582,ENSG00000276627
ENSG00000260289.2,23.84417739,5.859789204,0.796170197,5.52e-15,1.17e-13,AC093515.1,5.859789204,ENSG00000260289
ENSG00000106689.11,22.1918544,4.284497602,0.573235618,5.5e-15,1.17e-13,LHX2,4.284497602,ENSG00000106689
ENSG00000287952.1,40.42042988,4.58789019,0.61409441,5.55e-15,1.18e-13,AC105328.1,4.58789019,ENSG00000287952
ENSG00000170421.12,57664.33423,2.307753008,0.30637488,5.56e-15,1.18e-13,KRT8,2.307753008,ENSG00000170421
ENSG00000203814.6,118.6935843,2.487235182,0.330645227,5.64e-15,1.19e-13,H2BC18,2.487235182,ENSG00000203814
ENSG00000260920.2,184.7258072,1.22976258,0.160467748,5.68e-15,1.2e-13,AL031985.3,1.22976258,ENSG00000260920
ENSG00000170540.15,13125.54563,1.077453887,0.141395741,5.79e-15,1.22e-13,ARL6IP1,1.077453887,ENSG00000170540
ENSG00000165704.15,1846.634747,1.168988046,0.152079548,5.81e-15,1.23e-13,HPRT1,1.168988046,ENSG00000165704
ENSG00000168476.12,1029.129512,1.226526705,0.160042984,5.87e-15,1.24e-13,REEP4,1.226526705,ENSG00000168476
ENSG00000089685.15,1218.099083,2.708208393,0.360673727,5.98e-15,1.26e-13,BIRC5,2.708208393,ENSG00000089685
ENSG00000172478.18,699.3045666,4.108510204,0.552232674,6.25e-15,1.31e-13,MAB21L4,4.108510204,ENSG00000172478
ENSG00000174469.23,1695.029361,3.967501618,0.533504761,6.59e-15,1.38e-13,CNTNAP2,3.967501618,ENSG00000174469
ENSG00000188833.10,144.3266333,3.139173443,0.419993684,6.66e-15,1.39e-13,ENTPD8,3.139173443,ENSG00000188833
ENSG00000136810.13,7960.56929,1.10068148,0.143066483,6.87e-15,1.44e-13,TXN,1.10068148,ENSG00000136810
ENSG00000153395.10,4443.847119,1.379267198,0.180399346,7.42e-15,1.54e-13,LPCAT1,1.379267198,ENSG00000153395
ENSG00000284649.1,4.733328755,2.856614352,0.380281536,7.7e-15,1.6e-13,AC009093.8,2.856614352,ENSG00000284649
ENSG00000275713.2,194.9194272,3.137902084,0.42132891,7.74e-15,1.61e-13,H2BC9,3.137902084,ENSG00000275713
ENSG00000166451.13,277.3773054,1.218856472,0.159918762,7.85e-15,1.63e-13,CENPN,1.218856472,ENSG00000166451
ENSG00000141736.14,46621.2829,2.827058434,0.378692777,8.01e-15,1.66e-13,ERBB2,2.827058434,ENSG00000141736
ENSG00000272763.1,10.01911027,4.217716257,0.567623718,8.08e-15,1.67e-13,AC103702.2,4.217716257,ENSG00000272763
ENSG00000277893.2,21.80699683,1.374471752,0.323710263,8.14e-15,1.69e-13,SRD5A2,1.374471752,ENSG00000277893
ENSG00000134375.11,3474.809779,1.027908048,0.133154659,8.42e-15,1.74e-13,TIMM17A,1.027908048,ENSG00000134375
ENSG00000187741.15,397.3145045,1.752920657,0.232632837,8.5e-15,1.76e-13,FANCA,1.752920657,ENSG00000187741
ENSG00000172172.8,2131.305324,1.269266369,0.166411463,8.51e-15,1.76e-13,MRPL13,1.269266369,ENSG00000172172
ENSG00000173391.9,805.3191581,2.20588396,0.294840453,9.12e-15,1.87e-13,OLR1,2.20588396,ENSG00000173391
ENSG00000172379.21,2843.295987,2.13840113,0.286790088,9.87e-15,2.02e-13,ARNT2,2.13840113,ENSG00000172379
ENSG00000136918.8,23.91192204,4.04981234,0.550875555,1.03e-14,2.1e-13,WDR38,4.04981234,ENSG00000136918
ENSG00000139890.10,82.06391517,2.220364645,0.297709639,1.04e-14,2.11e-13,REM2,2.220364645,ENSG00000139890
ENSG00000104951.16,437.3909095,2.634589759,0.354640688,1.05e-14,2.13e-13,IL4I1,2.634589759,ENSG00000104951
ENSG00000163472.19,791.7737519,1.302226895,0.17168034,1.05e-14,2.14e-13,TMEM79,1.302226895,ENSG00000163472
ENSG00000117877.11,247.9088333,1.088351644,0.143272135,1.12e-14,2.27e-13,POLR1G,1.088351644,ENSG00000117877
ENSG00000101935.10,1033.780402,1.128025894,0.149290719,1.2e-14,2.43e-13,AMMECR1,1.128025894,ENSG00000101935
ENSG00000013306.16,5879.191545,1.037367189,0.135053892,1.23e-14,2.48e-13,SLC25A39,1.037367189,ENSG00000013306
ENSG00000271013.1,18.46046925,3.496037489,0.473638453,1.25e-14,2.52e-13,LRRC37A9P,3.496037489,ENSG00000271013
ENSG00000232434.2,182.1043078,1.785906765,0.239253062,1.27e-14,2.56e-13,AJM1,1.785906765,ENSG00000232434
ENSG00000157870.17,1910.096451,1.219046111,0.161231991,1.27e-14,2.56e-13,PRXL2B,1.219046111,ENSG00000157870
ENSG00000123407.4,163.6153815,4.238229978,0.576724374,1.28e-14,2.57e-13,HOXC12,4.238229978,ENSG00000123407
ENSG00000133195.11,4122.658082,1.540854233,0.204910848,1.28e-14,2.59e-13,SLC39A11,1.540854233,ENSG00000133195
ENSG00000169895.6,6865.170239,1.000565429,0.130115402,1.28e-14,2.59e-13,SYAP1,1.000565429,ENSG00000169895
ENSG00000150667.8,799.2724651,3.026367115,0.409981079,1.31e-14,2.63e-13,FSIP1,3.026367115,ENSG00000150667
ENSG00000105514.8,2521.094179,1.30649461,0.173734004,1.34e-14,2.69e-13,RAB3D,1.30649461,ENSG00000105514
ENSG00000187535.14,2424.613911,1.073142994,0.140380113,1.34e-14,2.69e-13,IFT140,1.073142994,ENSG00000187535
ENSG00000166246.14,119.0193108,1.667141388,0.223279416,1.4e-14,2.8e-13,C16orf71,1.667141388,ENSG00000166246
ENSG00000233542.2,8.790563883,2.837224233,0.381827635,1.42e-14,2.84e-13,AL391845.2,2.837224233,ENSG00000233542
ENSG00000104450.13,740.3223655,1.261296122,0.167718562,1.5e-14,3e-13,SPAG1,1.261296122,ENSG00000104450
ENSG00000197191.6,73.92775278,1.990506929,0.268171293,1.55e-14,3.08e-13,CYSRT1,1.990506929,ENSG00000197191
ENSG00000107105.15,149.1988822,3.031932456,0.412336449,1.57e-14,3.13e-13,ELAVL2,3.031932456,ENSG00000107105
ENSG00000167100.15,75.13977833,1.84678657,0.249094162,1.59e-14,3.16e-13,SAMD14,1.84678657,ENSG00000167100
ENSG00000198723.11,27.8865492,1.900876406,0.255427386,1.59e-14,3.17e-13,TEX45,1.900876406,ENSG00000198723
ENSG00000121900.19,1379.248147,1.21880542,0.161528301,1.69e-14,3.36e-13,TMEM54,1.21880542,ENSG00000121900
ENSG00000184613.11,1361.594207,2.811914073,0.382887192,1.83e-14,3.62e-13,NELL2,2.811914073,ENSG00000184613
ENSG00000157778.9,1280.67595,1.140474761,0.151523871,1.84e-14,3.64e-13,PSMG3,1.140474761,ENSG00000157778
ENSG00000139343.10,2360.066239,1.231068328,0.163256487,1.85e-14,3.65e-13,SNRPF,1.231068328,ENSG00000139343
ENSG00000182791.5,102.4881795,2.081381018,0.281791577,1.93e-14,3.8e-13,CCDC87,2.081381018,ENSG00000182791
ENSG00000170619.10,1355.954216,1.053169441,0.139212183,2e-14,3.93e-13,COMMD5,1.053169441,ENSG00000170619
ENSG00000172531.16,6610.52122,1.128348131,0.149295017,2.05e-14,4.03e-13,PPP1CA,1.128348131,ENSG00000172531
ENSG00000254854.1,26.31016183,1.814785632,0.244569805,2.08e-14,4.08e-13,AP003390.1,1.814785632,ENSG00000254854
ENSG00000125813.13,50.0888417,3.921688709,0.540579392,2.1e-14,4.12e-13,PAX1,3.921688709,ENSG00000125813
ENSG00000141854.9,632.9400565,1.765973971,0.238097899,2.13e-14,4.18e-13,MISP3,1.765973971,ENSG00000141854
ENSG00000162889.11,12241.16686,1.164145818,0.154353882,2.16e-14,4.24e-13,MAPKAPK2,1.164145818,ENSG00000162889
ENSG00000198814.13,348.4844116,1.126348818,0.150084391,2.19e-14,4.29e-13,GK,1.126348818,ENSG00000198814
ENSG00000186577.14,1185.483316,1.218623036,0.162042757,2.23e-14,4.35e-13,SMIM29,1.218623036,ENSG00000186577
ENSG00000237487.1,12.1601087,3.592514024,0.491298048,2.31e-14,4.49e-13,VN1R48P,3.592514024,ENSG00000237487
ENSG00000131652.14,1212.191344,1.139715264,0.152081065,2.31e-14,4.49e-13,THOC6,1.139715264,ENSG00000131652
ENSG00000127129.10,297.157726,2.780480022,0.380329571,2.35e-14,4.57e-13,EDN2,2.780480022,ENSG00000127129
ENSG00000233198.4,23.40578417,2.412520912,0.329886103,2.44e-14,4.74e-13,RNF224,2.412520912,ENSG00000233198
ENSG00000186891.14,229.6374037,2.333683069,0.318232721,2.46e-14,4.77e-13,TNFRSF18,2.333683069,ENSG00000186891
ENSG00000139835.14,739.2199711,1.203250379,0.160766853,2.48e-14,4.81e-13,GRTP1,1.203250379,ENSG00000139835
ENSG00000122861.16,3426.424684,1.731463418,0.233874706,2.54e-14,4.92e-13,PLAU,1.731463418,ENSG00000122861
ENSG00000234703.1,5.671834105,4.35137561,0.60963403,2.63e-14,5.08e-13,AF015262.1,4.35137561,ENSG00000234703
ENSG00000156509.14,33.50920063,1.819500913,0.246825594,2.63e-14,5.08e-13,FBXO43,1.819500913,ENSG00000156509
ENSG00000204220.12,1685.565156,1.372242811,0.184254295,2.92e-14,5.6e-13,PFDN6,1.372242811,ENSG00000204220
ENSG00000166171.13,855.229982,1.185639176,0.159372633,3.05e-14,5.84e-13,DPCD,1.185639176,ENSG00000166171
ENSG00000167114.13,2214.209047,1.131560275,0.151856612,3.19e-14,6.1e-13,SLC27A4,1.131560275,ENSG00000167114
ENSG00000182459.5,4.329755717,5.43842054,0.851139674,3.26e-14,6.24e-13,TEX19,5.43842054,ENSG00000182459
ENSG00000223573.7,559.333807,2.695495163,0.370484999,3.27e-14,6.24e-13,TINCR,2.695495163,ENSG00000223573
ENSG00000142224.17,11.20584353,4.64303432,0.407130674,3.37e-14,6.42e-13,IL19,4.64303432,ENSG00000142224
ENSG00000104866.11,2580.928247,1.145322261,0.153714362,3.49e-14,6.65e-13,PPP1R37,1.145322261,ENSG00000104866
ENSG00000171126.8,20.7927968,2.795820407,0.385485242,3.57e-14,6.79e-13,KCNG3,2.795820407,ENSG00000171126
ENSG00000144554.12,752.8642262,1.307236433,0.17624469,3.7e-14,7.03e-13,FANCD2,1.307236433,ENSG00000144554
ENSG00000253802.2,54.80157726,9.014072653,0.910554616,3.73e-14,7.07e-13,SIRLNT,9.014072653,ENSG00000253802
ENSG00000117152.14,486.9242147,1.934821144,0.264449385,3.86e-14,7.29e-13,RGS4,1.934821144,ENSG00000117152
ENSG00000102221.14,1855.858132,1.188335952,0.160096073,3.89e-14,7.35e-13,JADE3,1.188335952,ENSG00000102221
ENSG00000179222.18,12288.01878,1.023368177,0.135872761,3.99e-14,7.52e-13,MAGED1,1.023368177,ENSG00000179222
ENSG00000177398.18,41.61478775,2.611885321,0.36036757,4.28e-14,8.04e-13,UMODL1,2.611885321,ENSG00000177398
ENSG00000182010.11,329.010021,1.680473276,0.229193644,4.29e-14,8.06e-13,RTKN2,1.680473276,ENSG00000182010
ENSG00000285906.2,95.76769894,1.941245209,0.266239509,4.37e-14,8.2e-13,AC083855.2,1.941245209,ENSG00000285906
ENSG00000167646.14,64.67289116,2.399866802,0.331113552,4.42e-14,8.28e-13,DNAAF3,2.399866802,ENSG00000167646
ENSG00000196366.3,27.72692548,1.914781803,0.262543735,4.44e-14,8.32e-13,C9orf163,1.914781803,ENSG00000196366
ENSG00000180198.16,2591.001813,1.394789825,0.189215644,4.56e-14,8.53e-13,RCC1,1.394789825,ENSG00000180198
ENSG00000143473.13,57.53311346,2.662039076,0.368629712,4.69e-14,8.76e-13,KCNH1,2.662039076,ENSG00000143473
ENSG00000180616.9,1091.253376,3.02817445,0.420593484,4.85e-14,9.06e-13,SSTR2,3.02817445,ENSG00000180616
ENSG00000226835.3,26.55473406,3.054262281,0.424456285,4.91e-14,9.15e-13,ARHGAP29-AS1,3.054262281,ENSG00000226835
ENSG00000076003.5,3146.663989,1.124331854,0.15092877,4.91e-14,9.15e-13,MCM6,1.124331854,ENSG00000076003
ENSG00000228168.1,52.07843188,2.589826086,0.358498996,4.97e-14,9.26e-13,HNRNPA1P21,2.589826086,ENSG00000228168
ENSG00000136770.11,3584.879637,1.515174618,0.206335121,5.09e-14,9.47e-13,DNAJC1,1.515174618,ENSG00000136770
ENSG00000277258.5,1233.757379,1.10786842,0.150101235,5.31e-14,9.83e-13,PCGF2,1.10786842,ENSG00000277258
ENSG00000245080.7,25.1323939,2.967937721,0.41193391,5.36e-14,9.91e-13,MIR3150BHG,2.967937721,ENSG00000245080
ENSG00000127588.5,28.42070498,4.909097759,0.691582152,5.43e-14,1e-12,GNG13,4.909097759,ENSG00000127588
ENSG00000010030.14,291.3233871,2.128587936,0.293830143,5.41e-14,1e-12,ETV7,2.128587936,ENSG00000010030
ENSG00000143570.19,46.5132972,1.544018851,0.211077844,5.44e-14,1e-12,SLC39A1,1.544018851,ENSG00000143570
ENSG00000171793.16,1504.146311,1.139855102,0.153455038,5.43e-14,1e-12,CTPS1,1.139855102,ENSG00000171793
ENSG00000287335.1,27.90290364,3.527343236,0.490709295,5.49e-14,1.01e-12,AL139351.3,3.527343236,ENSG00000287335
ENSG00000151790.9,128.9143291,2.841376073,0.396273561,5.72e-14,1.05e-12,TDO2,2.841376073,ENSG00000151790
ENSG00000261061.1,160.1026502,1.539660565,0.211283821,6.51e-14,1.19e-12,AC092718.4,1.539660565,ENSG00000261061
ENSG00000283064.1,18.63148695,2.180828066,0.301884425,6.56e-14,1.2e-12,AL353759.1,2.180828066,ENSG00000283064
ENSG00000130827.6,3466.238595,1.423528612,0.194183601,6.92e-14,1.26e-12,PLXNA3,1.423528612,ENSG00000130827
ENSG00000213080.3,48.51151917,1.061733189,0.144272274,6.94e-14,1.27e-12,AL354714.2,1.061733189,ENSG00000213080
ENSG00000220323.4,119.7937557,1.65740343,0.228327129,7.22e-14,1.31e-12,H2BC19P,1.65740343,ENSG00000220323
ENSG00000180998.12,183.1827236,1.433998062,0.19682044,7.41e-14,1.35e-12,GPR137C,1.433998062,ENSG00000180998
ENSG00000244187.8,1001.309074,1.344201577,0.184216745,7.49e-14,1.36e-12,TMEM141,1.344201577,ENSG00000244187
ENSG00000269397.1,48.22171567,1.314131988,0.179747701,7.47e-14,1.36e-12,AC011503.2,1.314131988,ENSG00000269397
ENSG00000168505.7,6.277039521,4.673547562,0.679464325,7.63e-14,1.38e-12,GBX2,4.673547562,ENSG00000168505
ENSG00000135773.13,205.9134597,3.470654183,0.332942234,7.6e-14,1.38e-12,CAPN9,3.470654183,ENSG00000135773
ENSG00000258947.7,18.06439589,3.165747749,0.445588022,7.73e-14,1.4e-12,TUBB3,3.165747749,ENSG00000258947
ENSG00000162891.10,205.659263,3.84453374,0.541437323,7.97e-14,1.44e-12,IL20,3.84453374,ENSG00000162891
ENSG00000167550.11,62.73900196,1.246830734,0.170747648,8.38e-14,1.51e-12,RHEBL1,1.246830734,ENSG00000167550
ENSG00000078098.14,1793.027161,1.86440952,0.258772003,8.67e-14,1.56e-12,FAP,1.86440952,ENSG00000078098
ENSG00000259495.3,330.177204,1.981590499,0.275768915,9.06e-14,1.62e-12,AC016705.2,1.981590499,ENSG00000259495
ENSG00000223813.3,53.54334352,2.1275934,0.296034959,9.12e-14,1.63e-12,AC007255.1,2.1275934,ENSG00000223813
ENSG00000174672.16,108.1664528,3.167723384,0.446166317,9.39e-14,1.68e-12,BRSK2,3.167723384,ENSG00000174672
ENSG00000001617.12,4157.3077,1.132399522,0.155516593,9.68e-14,1.73e-12,SEMA3F,1.132399522,ENSG00000001617
ENSG00000136108.15,1422.637576,1.13874624,0.15502986,9.87e-14,1.76e-12,CKAP2,1.13874624,ENSG00000136108
ENSG00000101222.12,91.23671452,2.407288623,0.337207238,9.89e-14,1.77e-12,SPEF1,2.407288623,ENSG00000101222
ENSG00000168005.9,1062.991422,1.186790016,0.162622678,1.04e-13,1.85e-12,SPINDOC,1.186790016,ENSG00000168005
ENSG00000097021.20,1300.35981,1.460635197,0.201595515,1.11e-13,1.98e-12,ACOT7,1.460635197,ENSG00000097021
ENSG00000260219.2,197.6562979,1.674042492,0.232949306,1.17e-13,2.07e-12,CD2BP2-DT,1.674042492,ENSG00000260219
ENSG00000279148.1,20.90803267,1.64113924,0.227830298,1.22e-13,2.15e-12,AC126474.1,1.64113924,ENSG00000279148
ENSG00000186907.8,119.9220302,1.309428498,0.180912439,1.26e-13,2.22e-12,RTN4RL2,1.309428498,ENSG00000186907
ENSG00000177602.5,118.3029607,2.098524917,0.294261324,1.27e-13,2.24e-12,HASPIN,2.098524917,ENSG00000177602
ENSG00000115884.11,16455.65911,2.16462122,0.302422612,1.28e-13,2.26e-12,SDC1,2.16462122,ENSG00000115884
ENSG00000167105.8,42.20585969,2.694739367,0.380015094,1.32e-13,2.32e-12,TMEM92,2.694739367,ENSG00000167105
ENSG00000149243.16,371.1779829,2.345781415,0.330447095,1.32e-13,2.33e-12,KLHL35,2.345781415,ENSG00000149243
ENSG00000114529.13,641.4717166,1.751115602,0.244186237,1.33e-13,2.34e-12,C3orf52,1.751115602,ENSG00000114529
ENSG00000127586.17,743.8173382,1.70518636,0.237562536,1.33e-13,2.35e-12,CHTF18,1.70518636,ENSG00000127586
ENSG00000286931.1,20.89025926,1.669054416,0.232598264,1.36e-13,2.39e-12,AL136419.3,1.669054416,ENSG00000286931
ENSG00000249602.1,23.65179312,1.618886863,0.226380233,1.37e-13,2.41e-12,AL589765.4,1.618886863,ENSG00000249602
ENSG00000235529.1,18.21720281,2.34813979,0.330569278,1.4e-13,2.45e-12,AGAP1-IT1,2.34813979,ENSG00000235529
ENSG00000114113.6,41.62454307,3.483397593,0.494510266,1.43e-13,2.5e-12,RBP2,3.483397593,ENSG00000114113
ENSG00000261716.2,372.8993144,1.747417155,0.244267099,1.43e-13,2.5e-12,H2BC20P,1.747417155,ENSG00000261716
ENSG00000160113.5,2484.396463,1.210232218,0.166337156,1.43e-13,2.5e-12,NR2F6,1.210232218,ENSG00000160113
ENSG00000240498.9,57.38298363,1.696036838,0.236660789,1.44e-13,2.52e-12,CDKN2B-AS1,1.696036838,ENSG00000240498
ENSG00000181788.4,3545.566471,1.497205127,0.20741683,1.45e-13,2.53e-12,SIAH2,1.497205127,ENSG00000181788
ENSG00000124249.7,622.3524139,2.735256481,0.38755371,1.47e-13,2.57e-12,KCNK15,2.735256481,ENSG00000124249
ENSG00000050438.17,1384.936313,2.368657168,0.33382874,1.55e-13,2.7e-12,SLC4A8,2.368657168,ENSG00000050438
ENSG00000008283.16,10093.09089,1.6402539,0.229155412,1.58e-13,2.74e-12,CYB561,1.6402539,ENSG00000008283
ENSG00000117308.15,1536.826232,1.542061395,0.215181752,1.62e-13,2.81e-12,GALE,1.542061395,ENSG00000117308
ENSG00000156787.17,494.3165616,1.150899364,0.159145274,1.62e-13,2.81e-12,TBC1D31,1.150899364,ENSG00000156787
ENSG00000127399.15,466.0760416,1.236657674,0.170937142,1.66e-13,2.88e-12,LRRC61,1.236657674,ENSG00000127399
ENSG00000185499.16,15292.10446,2.356788552,0.332256257,1.73e-13,2.99e-12,MUC1,2.356788552,ENSG00000185499
ENSG00000185352.8,638.8274128,3.187846888,0.454355374,1.77e-13,3.06e-12,HS6ST3,3.187846888,ENSG00000185352
ENSG00000149657.20,3368.601504,1.074906944,0.14793366,1.8e-13,3.1e-12,LSM14B,1.074906944,ENSG00000149657
ENSG00000275223.1,18.11925174,2.213323665,0.314985082,1.85e-13,3.19e-12,AL121906.2,2.213323665,ENSG00000275223
ENSG00000197620.11,1072.450229,1.259959517,0.174978437,1.92e-13,3.3e-12,EOLA1,1.259959517,ENSG00000197620
ENSG00000003249.15,1780.561829,1.773053283,0.24927497,2.1e-13,3.61e-12,DBNDD1,1.773053283,ENSG00000003249
ENSG00000273821.1,17.0049901,2.036184384,0.289414245,2.12e-13,3.65e-12,AL096828.3,2.036184384,ENSG00000273821
ENSG00000143653.10,5379.273447,1.25780937,0.175599842,2.31e-13,3.94e-12,SCCPDH,1.25780937,ENSG00000143653
ENSG00000203879.12,8825.765101,1.029663138,0.141863206,2.47e-13,4.2e-12,GDI1,1.029663138,ENSG00000203879
ENSG00000143590.14,562.5016533,2.280075293,0.324942647,2.52e-13,4.29e-12,EFNA3,2.280075293,ENSG00000143590
ENSG00000197122.12,2882.306588,1.097273451,0.151946928,2.52e-13,4.3e-12,SRC,1.097273451,ENSG00000197122
ENSG00000196748.10,41.45620325,3.089571075,0.443016721,2.59e-13,4.4e-12,CLPSL2,3.089571075,ENSG00000196748
ENSG00000108511.10,212.9496963,3.06500779,0.440093624,2.59e-13,4.4e-12,HOXB6,3.06500779,ENSG00000108511
ENSG00000253161.5,39.55881151,2.03698786,0.290097284,2.65e-13,4.48e-12,LINC01605,2.03698786,ENSG00000253161
ENSG00000235049.1,55.63114935,2.441758201,0.349010136,2.74e-13,4.63e-12,LINC00940,2.441758201,ENSG00000235049
ENSG00000128165.9,461.9124024,1.753909382,0.248383728,2.76e-13,4.66e-12,ADM2,1.753909382,ENSG00000128165
ENSG00000226012.1,5.025973057,4.062479532,0.585542301,2.83e-13,4.76e-12,AP001434.1,4.062479532,ENSG00000226012
ENSG00000227857.2,15.47812612,2.622366939,0.376077403,2.83e-13,4.76e-12,AL358075.2,2.622366939,ENSG00000227857
ENSG00000131462.8,1714.353324,1.049785785,0.145415199,2.83e-13,4.76e-12,TUBG1,1.049785785,ENSG00000131462
ENSG00000101098.13,1255.735496,3.439665218,0.495734035,2.85e-13,4.8e-12,RIMS4,3.439665218,ENSG00000101098
ENSG00000110171.20,1600.333218,1.332732218,0.18663354,2.95e-13,4.95e-12,TRIM3,1.332732218,ENSG00000110171
ENSG00000104321.11,71.33647584,4.964682594,0.46670077,3.05e-13,5.11e-12,TRPA1,4.964682594,ENSG00000104321
ENSG00000148408.13,55.31260259,3.42536381,0.494512434,3.16e-13,5.28e-12,CACNA1B,3.42536381,ENSG00000148408
ENSG00000074370.18,5075.827234,1.998833331,0.284164789,3.19e-13,5.33e-12,ATP2A3,1.998833331,ENSG00000074370
ENSG00000180921.7,5732.993074,1.78910598,0.252651725,3.2e-13,5.35e-12,FAM83H,1.78910598,ENSG00000180921
ENSG00000108813.11,117.9565401,2.758841327,0.396867361,3.22e-13,5.38e-12,DLX4,2.758841327,ENSG00000108813
ENSG00000280079.1,78.06752477,1.856258493,0.264169796,3.25e-13,5.43e-12,AC011447.7,1.856258493,ENSG00000280079
ENSG00000181135.16,699.9973041,1.198866602,0.168427444,3.26e-13,5.43e-12,ZNF707,1.198866602,ENSG00000181135
ENSG00000114268.12,500.1529873,1.181644692,0.165372888,3.32e-13,5.53e-12,PFKFB4,1.181644692,ENSG00000114268
ENSG00000154118.13,59.53201198,3.532411088,0.40898428,3.39e-13,5.65e-12,JPH3,3.532411088,ENSG00000154118
ENSG00000274825.1,5.219474279,3.123336227,0.444769469,3.51e-13,5.83e-12,AL023803.2,3.123336227,ENSG00000274825
ENSG00000101276.18,1091.128776,1.517725155,0.214701377,3.56e-13,5.91e-12,SLC52A3,1.517725155,ENSG00000101276
ENSG00000228288.7,215.3826114,1.407971663,0.198848025,3.56e-13,5.91e-12,PCAT6,1.407971663,ENSG00000228288
ENSG00000089723.10,163.2095965,1.099175964,0.154022602,3.75e-13,6.22e-12,OTUB2,1.099175964,ENSG00000089723
ENSG00000111981.5,68.30838077,2.956540853,0.427361737,3.87e-13,6.4e-12,ULBP1,2.956540853,ENSG00000111981
ENSG00000234115.2,16.13619108,3.544383606,0.514025375,4e-13,6.62e-12,AL138878.2,3.544383606,ENSG00000234115
ENSG00000204516.10,428.0336871,1.522447998,0.215939613,4.1e-13,6.77e-12,MICB,1.522447998,ENSG00000204516
ENSG00000170091.11,17.70545509,4.848672062,0.454654095,4.2e-13,6.94e-12,NSG2,4.848672062,ENSG00000170091
ENSG00000182173.13,1664.942953,1.345719139,0.189976995,4.21e-13,6.95e-12,TSEN54,1.345719139,ENSG00000182173
ENSG00000249203.2,212.1296911,4.480255952,0.655447095,4.37e-13,7.19e-12,LINC02224,4.480255952,ENSG00000249203
ENSG00000271936.1,31.09768634,1.509740426,0.215078503,4.57e-13,7.51e-12,AC012073.1,1.509740426,ENSG00000271936
ENSG00000146216.13,32.40963562,2.186445966,0.314832854,4.67e-13,7.66e-12,TTBK1,2.186445966,ENSG00000146216
ENSG00000240204.3,135.4251844,2.013605595,0.289572222,4.85e-13,7.95e-12,SMKR1,2.013605595,ENSG00000240204
ENSG00000267795.6,591.4923089,2.62120686,0.379674991,4.93e-13,8.07e-12,SMIM22,2.62120686,ENSG00000267795
